Title,Identifier,CC catalog number,Edition,Description,Description 1,Materials/Techniques,Dimensions,Notes2,Subjects,Form / genre,Culture,Related work,Related information,Associated name,Use restrictions,Repository,Creation Date,HOLLIS number,Permalink,Source,Image ID,Permalink2
[Der Liebensantrag -- the Ill-Assorted Couple],Coin and Conscience catalog 37,37,,"Engraved comtemporary copy, in mirror image, of Albrecht Durer's engraving by this title. There is much controversy surrounding both the Dürer original and this copy. The original engraving is one of Dürer's earliest; possibly a depiction of Judah and Tamar (Gen. 38: 14-18), or of Berthold Tucher and Anna Pfinzing of Nürnberg. The copy has been attributed to Marcantonio Raimondi (1480-1534).;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>14.3 x 13.5 cm., plate mark","Engraved comtemporary copy, in mirror image, of Albrecht Durer's engraving by this title. There is much controversy surrounding both the Dürer original and this copy. The original engraving is one of Dürer's earliest; possibly a depiction of Judah and Tamar (Gen. 38: 14-18), or of Berthold Tucher and Anna Pfinzing of Nürnberg. The copy has been attributed to Marcantonio Raimondi (1480-1534).",paper;engraving (printing process);,"14.3 x 13.5 cm., plate mark",,couples ; purses (bags) ; money ; roadsides ; horses,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CA g49",original ca. 1495,olvwork308293,"<a href=""http://id.lib.harvard.edu/via/olvwork308293/catalog"">http://id.lib.harvard.edu/via/olvwork308293/catalog</a>",HVD - Images,4089237,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308293&context=L&vid=HVD2&lang=en_US
[Banquet with Musicians],Coin and Conscience catalog 18,18,,"A woman steals the purse of a peasant while they sit at a meal. Below image: ""Die burss, vnd frische frewlein den bawren bringen vmb das sein."" From his Stirpium Insignium Nobilitatis, ""in Verlegung Ludwig Kunings vo Basel,"" first edition published before 1612, another edition dated 1617. The prints were also published in other sets.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>10 x 14 cm., plate mark","A woman steals the purse of a peasant while they sit at a meal. Below image: ""Die burss, vnd frische frewlein den bawren bringen vmb das sein."" From his Stirpium Insignium Nobilitatis, ""in Verlegung Ludwig Kunings vo Basel,"" first edition published before 1612, another edition dated 1617. The prints were also published in other sets.",paper;engraving (printing process);,"10 x 14 cm., plate mark",,banquets ; musicians ; people ; thieves ; purses (bags) ; money ; dogs,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CA g42",ca.1600,olvwork308271,"<a href=""http://id.lib.harvard.edu/via/olvwork308271/catalog"">http://id.lib.harvard.edu/via/olvwork308271/catalog</a>",HVD - Images,4087350,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308271&context=L&vid=HVD2&lang=en_US
Borse. [Antwerp],Coin and Conscience catalog 67,67,,"The Antwerp exchange was dedicated in 1532 ""for the use of tradesmen of all countries and languages, and as an ornament to its city."" (Latin inscription.) It was the first financial exchange in Europe, standing until 1858, when it was destroyed by fire. Print by unknown artist.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>14.2 x 19.7 cm., plate mark","The Antwerp exchange was dedicated in 1532 ""for the use of tradesmen of all countries and languages, and as an ornament to its city."" (Latin inscription.) It was the first financial exchange in Europe, standing until 1858, when it was destroyed by fire. Print by unknown artist.",paper;engraving (printing process);,"14.2 x 19.7 cm., plate mark",,historic buildings ; stock exchanges ; commercial buildings ; courtyards ; bell towers ; clock towers,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School AE b2 x",early 17th century,olvwork308329,"<a href=""http://id.lib.harvard.edu/via/olvwork308329/catalog"">http://id.lib.harvard.edu/via/olvwork308329/catalog</a>",HVD - Images,4084869,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308329&context=L&vid=HVD2&lang=en_US
Credit est Mort.,Coin and Conscience catalog 56,56,,"An allegory with the caption: ""Les mauvais payeurs l'ont tué."" Pictured are an artist, a musician, and a soldier, who have killed another man, lying at their feet. In the background is a man sharpening a knife, there is a duck at his feet. This image inspired many provincial copies, notably at Épinal. Print by unknown artist.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>hand coloring;<i>Dimensions: </i>26 x 34.5 cm., plate mark","An allegory with the caption: ""Les mauvais payeurs l'ont tué."" Pictured are an artist, a musician, and a soldier, who have killed another man, lying at their feet. In the background is a man sharpening a knife, there is a duck at his feet. This image inspired many provincial copies, notably at Épinal. Print by unknown artist.",paper;etching (printing process);hand coloring;,"26 x 34.5 cm., plate mark",,caricatures ; death ; murder ; artists ; musicians ; soldiers ; knives ; ducks ; satire (artistic device),etchings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Chez Genty, Paris, Publisher [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CD f5 xx",Early 19th century,olvwork308317,"<a href=""http://id.lib.harvard.edu/via/olvwork308317/catalog"">http://id.lib.harvard.edu/via/olvwork308317/catalog</a>",HVD - Images,4086767,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308317&context=L&vid=HVD2&lang=en_US
[Avarice],Coin and Conscience catalog 11,11,,"Print by unknown artist. Depiction of a man clutching money bags. ""The miser, hoarding his treasure, lives amid riches, yet is always destitute."" (Latin caption). The frog in the foreground is a symbol associated with sin, particularly that of hoarding worldly things. Engraving, in the style of Jan Saenredam.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>21 x 14 cm., image","Print by unknown artist. Depiction of a man clutching money bags. ""The miser, hoarding his treasure, lives amid riches, yet is always destitute."" (Latin caption). The frog in the foreground is a symbol associated with sin, particularly that of hoarding worldly things. Engraving, in the style of Jan Saenredam.",paper;engraving (printing process);,"21 x 14 cm., image",,allegories ; sin ; male figures ; money ; moneybags,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF n9",ca. 1600,olvwork308263,"<a href=""http://id.lib.harvard.edu/via/olvwork308263/catalog"">http://id.lib.harvard.edu/via/olvwork308263/catalog</a>",HVD - Images,4083109,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308263&context=L&vid=HVD2&lang=en_US
[The Triumph of Riches],Coin and Conscience catalog 3,3,First state.,"Engraver is either Dirck Volckertsz Coornhert or Cornelis Cort. Plate two of the series of eight engravings after Heemskerck entitled Circulus vicissitudinis rerum humanarum (Cycle of the vicissitudes of human affairs.) Riches, the mother of Pride, rides on the car named Fame, which is pulled by Fraud and Rapine. Following Betrayal, Usury, and Lust are False Joy and other Idle Pleasures. Printed in Antwerp.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>22.2 x 29.4 cm., plate mark","Engraver is either Dirck Volckertsz Coornhert or Cornelis Cort. Plate two of the series of eight engravings after Heemskerck entitled Circulus vicissitudinis rerum humanarum (Cycle of the vicissitudes of human affairs.) Riches, the mother of Pride, rides on the car named Fame, which is pulled by Fraud and Rapine. Following Betrayal, Usury, and Lust are False Joy and other Idle Pleasures. Printed in Antwerp.",paper;engraving (printing process);,"22.2 x 29.4 cm., plate mark",,"allegories ; processions ; carriages and carts ; horses ; personification ; human figures ; wealth ; inscriptions, Latin ; moneybags",engravings,Flemish,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Cock, Hieronymus, 1510-1570, Flemish [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF b5 xx",1564,olvwork308227,"<a href=""http://id.lib.harvard.edu/via/olvwork308227/catalog"">http://id.lib.harvard.edu/via/olvwork308227/catalog</a>",HVD - Images,4083004,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308227&context=L&vid=HVD2&lang=en_US
Sir Thomas Gresham (1519?-79).,Coin and Conscience catalog 62,62,,"Engraving and aquatint by unknown artist. Gresham is known as the founder of the Royal Exchange and of Gresham College, London. As the royal financial agent in Antwerp, he was shrewd in discharging the debts of the crown, and negotiating new loans from the wealthy families of Europe. He also amassed a great personal fortune as a banker, merchant, and mercer.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Materials/Techniques: </i>aquatint;<i>Dimensions: </i>22.5 x 17.5 cm., plate mark","Engraving and aquatint by unknown artist. Gresham is known as the founder of the Royal Exchange and of Gresham College, London. As the royal financial agent in Antwerp, he was shrewd in discharging the debts of the crown, and negotiating new loans from the wealthy families of Europe. He also amassed a great personal fortune as a banker, merchant, and mercer.",paper;engraving (printing process);aquatint;,"22.5 x 17.5 cm., plate mark",,portraits ; bankers ; merchants ; clothing and dress ; robes,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Smith, N. [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School F gb4 x",1793,olvwork308324,"<a href=""http://id.lib.harvard.edu/via/olvwork308324/catalog"">http://id.lib.harvard.edu/via/olvwork308324/catalog</a>",HVD - Images,4082495,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308324&context=L&vid=HVD2&lang=en_US
[The Unhappy Lot of the Rich],Coin and Conscience catalog 1,1,,"Plate one of his series of six engravings after Heemskerck with this title, published in 1563. A later state, shown here, called Divitum Misera Sors, was issued by Joannes Galle. Illustration of Matthew 19:23-24. A rich man tries to enter the gate to Heaven, but his money bags hold him back. Behind him, three men try to lead a camel through the eye of a needle. Printed in Antwerp.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>17.1 x 23.2 cm., plate mark","Plate one of his series of six engravings after Heemskerck with this title, published in 1563. A later state, shown here, called Divitum Misera Sors, was issued by Joannes Galle. Illustration of Matthew 19:23-24. A rich man tries to enter the gate to Heaven, but his money bags hold him back. Behind him, three men try to lead a camel through the eye of a needle. Printed in Antwerp.",paper;engraving (printing process);,"17.1 x 23.2 cm., plate mark",,allegories ; heaven ; gates ; money ; moneybags ; camels ; eyes ; needles ; male figures ; whips,engravings,Flemish,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CF b10",1563,olvwork308197,"<a href=""http://id.lib.harvard.edu/via/olvwork308197/catalog"">http://id.lib.harvard.edu/via/olvwork308197/catalog</a>",HVD - Images,4085055,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308197&context=L&vid=HVD2&lang=en_US
Ni l'Un ni l'Autre.,Coin and Conscience catalog 38,38,,"Etching (part stipple) by Friedrich Fleischmann (1791-1834), after Jenny Berger (née Desoras). Nürnberg, Published by Fr. Campe, [early 19th century]. A woman is pictured standing between two men, one of whom offers her jewels, the other, money. The woman has her index fingers in her ears.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Dimensions: </i>33 x 23 cm., plate mark","Etching (part stipple) by Friedrich Fleischmann (1791-1834), after Jenny Berger (née Desoras). Nürnberg, Published by Fr. Campe, [early 19th century]. A woman is pictured standing between two men, one of whom offers her jewels, the other, money. The woman has her index fingers in her ears.",paper;etching (printing process);,"33 x 23 cm., plate mark",,courtship ; coins ; jewelry ; competitions ; deaf ; beauty ; men ; temptation,etchings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Campe, Friedrich, 1777-1846, German [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CA g29 xx",early 19th century,olvwork308294,"<a href=""http://id.lib.harvard.edu/via/olvwork308294/catalog"">http://id.lib.harvard.edu/via/olvwork308294/catalog</a>",HVD - Images,4083806,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308294&context=L&vid=HVD2&lang=en_US
[Christ and the Pharisees with the Tribute Money. Mt. 22],Coin and Conscience catalog 31,31,,"Depicts a scene from the New Testament, Mathew 22, referring to the statement by Jesus, ""Render therefore unto Caesar the things which are Caesar's; and unto God the things that are God's."" Jesus points upwards as he is shown a coin by another man.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>24 x 18.8 cm., image","Depicts a scene from the New Testament, Mathew 22, referring to the statement by Jesus, ""Render therefore unto Caesar the things which are Caesar's; and unto God the things that are God's."" Jesus points upwards as he is shown a coin by another man.",paper;engraving (printing process);,"24 x 18.8 cm., image",,Biblical events ; Jesus Christ ; archways ; coins ; emperors ; taxes,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CC n4 x",early 17th century,olvwork308287,"<a href=""http://id.lib.harvard.edu/via/olvwork308287/catalog"">http://id.lib.harvard.edu/via/olvwork308287/catalog</a>",HVD - Images,4083355,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308287&context=L&vid=HVD2&lang=en_US
Le Riche du Jour ou le Préteur sur Gages.,Coin and Conscience catalog 21,21,,"An old woman pawns her jewels to a sinister-looking pawnbroker, whose sign reads: ""Je prête Madame, à mes concitoyens à deux cent pour cent d'intérèts."";<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Materials/Techniques: </i>hand coloring;<i>Dimensions: </i>32.5 x 37 cm.","An old woman pawns her jewels to a sinister-looking pawnbroker, whose sign reads: ""Je prête Madame, à mes concitoyens à deux cent pour cent d'intérèts.""",paper;engraving (printing process);hand coloring;,32.5 x 37 cm.,"General: Publisher credit: Paris, chez l'auteur; et shez Depeuille, late 18th century.",pawnshops ; jewels ; elderly ; canes ; money ; coins,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CA f18 xxx",late 18th century,olvwork308274,"<a href=""http://id.lib.harvard.edu/via/olvwork308274/catalog"">http://id.lib.harvard.edu/via/olvwork308274/catalog</a>",HVD - Images,4089331,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308274&context=L&vid=HVD2&lang=en_US
Le Speculateur.,Coin and Conscience catalog 50,50,,"Plate twenty-eight from Exercises d'Imagination de Différents Caractères et Formes Humaines . . . Augsburg, 1784-85, of which plates one to eighty-four were engraved by Brichet, and plates eighty-five to one hundred by Goez. A once well-dressed man is reduced to rags by bad speculation. An owl is tethered to his waistcoat. A small circular building is in the background.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>23.5 x 16.2 cm., plate mark","Plate twenty-eight from Exercises d'Imagination de Différents Caractères et Formes Humaines . . . Augsburg, 1784-85, of which plates one to eighty-four were engraved by Brichet, and plates eighty-five to one hundred by Goez. A once well-dressed man is reduced to rags by bad speculation. An owl is tethered to his waistcoat. A small circular building is in the background.",paper;etching (printing process);engraving (printing process);,"23.5 x 16.2 cm., plate mark",,wealth ; poverty ; clothing and dress ; money ; owls,etchings;engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CE f1 x",1784,olvwork308310,"<a href=""http://id.lib.harvard.edu/via/olvwork308310/catalog"">http://id.lib.harvard.edu/via/olvwork308310/catalog</a>",HVD - Images,4082922,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308310&context=L&vid=HVD2&lang=en_US
[Allegory on the Death of Credit],Coin and Conscience catalog 55,55,,"A funeral procession carries a coffin toward a grave, in front of which are a man and woman weeping. Translation of the German caption below image: Great mourning and sorrow, grief and lamentation, The best helper is now laid to rest. Who do you think it is? Monsieur Credit is dead, He who so often rescued you and me from distress. Print by unknown artist.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>27.5 x 18 cm., plate mark","A funeral procession carries a coffin toward a grave, in front of which are a man and woman weeping. Translation of the German caption below image: Great mourning and sorrow, grief and lamentation, The best helper is now laid to rest. Who do you think it is? Monsieur Credit is dead, He who so often rescued you and me from distress. Print by unknown artist.",paper;engraving (printing process);,"27.5 x 18 cm., plate mark",,poetry ; funeral processions ; mourning ; funeral rites and ceremonies ; satire (artistic device),engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CD g1 x",Early 18th century,olvwork308316,"<a href=""http://id.lib.harvard.edu/via/olvwork308316/catalog"">http://id.lib.harvard.edu/via/olvwork308316/catalog</a>",HVD - Images,4084082,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308316&context=L&vid=HVD2&lang=en_US
Karl Fugger.,Coin and Conscience catalog 60,60,,"A member of the powerful German family of merchant princes descended from Hans Fugger, a fourteenth century weaver. The Fugger dynasty acquired its fortune through trade and banking, becoming the wealthiest family in Europe in the sixteenth century. Its decline paralleled that of the Hapsburg monarchy, whose wars they financed.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>15 x 11 cm., plate mark","A member of the powerful German family of merchant princes descended from Hans Fugger, a fourteenth century weaver. The Fugger dynasty acquired its fortune through trade and banking, becoming the wealthiest family in Europe in the sixteenth century. Its decline paralleled that of the Hapsburg monarchy, whose wars they financed.",paper;engraving (printing process);,"15 x 11 cm., plate mark",,portraits ; lace ; collars ; embroidery ; clothing and dress ; wealth ; swords,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School F g2",ca. 1620,olvwork308322,"<a href=""http://id.lib.harvard.edu/via/olvwork308322/catalog"">http://id.lib.harvard.edu/via/olvwork308322/catalog</a>",HVD - Images,4087293,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308322&context=L&vid=HVD2&lang=en_US
[The Queen of Sheba Bringing Gifts to King Solomon. 1 Kings 10],Coin and Conscience catalog 27,27,,"Plate fifty from Historia del Testamento Vecchio dipinta in Roma nel Vaticano da Raffaelle di Urbino, published by Giovanni Orlandini in Rome, 1607. It was comprised of fifty-one etchings (twenty-three by Badalocchio, the others by Giovanni Lanfranco, 1582-1647) after Raphael's frescos in the loggias of the Vatican.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Dimensions: </i>13.4 x 18 cm., plate mark","Plate fifty from Historia del Testamento Vecchio dipinta in Roma nel Vaticano da Raffaelle di Urbino, published by Giovanni Orlandini in Rome, 1607. It was comprised of fifty-one etchings (twenty-three by Badalocchio, the others by Giovanni Lanfranco, 1582-1647) after Raphael's frescos in the loggias of the Vatican.",paper;etching (printing process);,"13.4 x 18 cm., plate mark",,Biblical events ; queens ; kings ; gifts ; human figures ; coins,etchings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Orlandini, Giovanni, publisher, early 17th century, Italian [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CC i1",1607,olvwork308283,"<a href=""http://id.lib.harvard.edu/via/olvwork308283/catalog"">http://id.lib.harvard.edu/via/olvwork308283/catalog</a>",HVD - Images,4084839,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308283&context=L&vid=HVD2&lang=en_US
"[Jan Uytenbogaert, 'The Goldweigher.']",Coin and Conscience catalog 15,15,Second state.,"Uytenbogaert was the Receiver General in Amsterdam for the state of Holland. He made the first payment on Rembrandt's new house in 1639, since one of his clients owed the artist money for two paintings. Rembrandt probably did this portrait in thanks for Uytenbogaert's generosity.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>drypoint;<i>Dimensions: </i>24.5 x 20.8 cm., plate mark","Uytenbogaert was the Receiver General in Amsterdam for the state of Holland. He made the first payment on Rembrandt's new house in 1639, since one of his clients owed the artist money for two paintings. Rembrandt probably did this portrait in thanks for Uytenbogaert's generosity.",paper;etching (printing process);drypoint;,"24.5 x 20.8 cm., plate mark",,portraits ; money ; gold ; scales (weighing devices) ; bags (containers) ; account books ; people,etchings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School CA n4 x",1639,olvwork308268,"<a href=""http://id.lib.harvard.edu/via/olvwork308268/catalog"">http://id.lib.harvard.edu/via/olvwork308268/catalog</a>",HVD - Images,4086304,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308268&context=L&vid=HVD2&lang=en_US
Die Hamburger Börse. [the old exchange],Coin and Conscience catalog 70,70,,"The earliest exchange in Hamburg opened in 1558, and was greatly enlarged during the years 1577-83, 1669, and the following century. It was destroyed in the great Hamburg fire of 1842. Fortunately, construction of a new exchange building on the Adolphsplatz had already begun in 1839, and was dedicated in 1841. It was enlarged several times during the remainder of the nineteenth century.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>10.8 x 18.8 cm., plate mark","The earliest exchange in Hamburg opened in 1558, and was greatly enlarged during the years 1577-83, 1669, and the following century. It was destroyed in the great Hamburg fire of 1842. Fortunately, construction of a new exchange building on the Adolphsplatz had already begun in 1839, and was dedicated in 1841. It was enlarged several times during the remainder of the nineteenth century.",paper;engraving (printing process);,"10.8 x 18.8 cm., plate mark",,historic buildings ; stock exchanges ; commercial buildings ; plazas ; pedestrians ; trees ; statues ; clock towers,engravings,,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Hamburger Börse, Hamburg, Germany [subject]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Baker Library Special Collections and Archives, Harvard Business School AE g11 x",1822,olvwork308332,"<a href=""http://id.lib.harvard.edu/via/olvwork308332/catalog"">http://id.lib.harvard.edu/via/olvwork308332/catalog</a>",HVD - Images,4084129,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308332&context=L&vid=HVD2&lang=en_US
